brandstof_omschrijving,brandstof_volgnummer,brandstofverbruik_buiten,brandstofverbruik_gecombineerd,brandstofverbruik_stad,co2_uitstoot_gecombineerd,emissiecode_omschrijving,geluidsniveau_stationair,kenteken,milieuklasse_eg_goedkeuring_licht,nettomaximumvermogen,toerental_geluidsniveau,co2_uitstoot_gewogen,geluidsniveau_rijdend,nominaal_continu_maximumvermogen,uitstoot_deeltjes_licht,roetuitstoot
Diesel,1,3.50,3.90,4.70,104,Euro 6,77,KL599N,715/2007*136/2014W,100.00,3000,NA,71,NA,0.00170,0.50
Benzine,1,3.70,4.40,5.60,101,Euro 6,74,RP188B,715/2007*2016/646W,63.00,3750,NA,68,NA,NA,NA
Benzine,1,3.70,4.10,5.00,95,Euro 5,76,2THP83,715/2007*630/2012J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.80,5.90,109,Euro 6,73,HH615H,715/2007*136/2014W,74.00,3750,NA,NA,NA,0.00141,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,94RTBX,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Diesel,1,3.00,3.20,3.40,82,Euro 6,74,JB080B,715/2007*2015/45W,70.00,2812,NA,70,NA,0.00080,0.50
Benzine,1,4.30,4.80,5.60,109,Euro 5,77,31SJB9,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.70,7.10,9.50,169,Euro 3,81,39RRGT,70/220*2002/80A,80.00,4350,NA,73,NA,NA,NA
Benzine,1,4.10,4.60,5.60,107,Euro 6,74,6ZHZ70,715/2007*136/2014W,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.50,4.90,5.60,129,Euro 5,74,5ZDJ75,715/2007*630/2012J,110.00,2375,NA,70,NA,NA,0.50
Benzine,1,5.80,7.20,9.60,169,Euro 6,75,JV133K,715/2007*630/2012W,88.00,3675,NA,72,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,86LDR2,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,11HPP5,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,57SVF1,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,NF737D,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,5.80,7.20,9.60,170,Euro 4,77,94GTG6,70/220*2006/96B,118.00,3800,NA,NA,NA,NA,NA
Benzine,1,6.20,7.80,10.50,187,Euro 4,82,44RDVG,70/220*2002/80B,92.00,4200,NA,72,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,16LFV7,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,5.40,6.70,8.90,159,Euro 4,83,45LBF5,70/220*2003/76B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,5.80,7.20,9.50,169,Euro 5,72,84KZD7,715/2007*692/2008F,132.00,3800,NA,NA,NA,0.00211,NA
Benzine,1,6.10,7.90,10.90,190,Euro 4,82,36ZPKX,70/220*2003/76B,92.00,4500,NA,72,NA,NA,NA
Diesel,1,NA,NA,NA,50,Euro 6,70,NN823H,715/2007*2015/45W,190.00,2375,50.00000,70,NA,0.00034,0.50
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,NN823H,715/2007*2015/45W,NA,NA,NA,NA,NA,NA,NA
Diesel,1,5.50,7.00,9.60,189,Euro 4,78,45HBL6,70/220*2006/96B,110.00,3000,NA,72,NA,0.00100,0.50
Benzine,1,4.20,4.90,6.00,114,Euro 6,73,HL047T,715/2007*136/2014W,74.00,3750,NA,71,NA,0.00184,NA
Benzine,1,4.90,6.00,8.00,139,Euro 5,83,7XPT69,715/2007*692/2008A,54.00,3750,NA,74,NA,NA,NA
Benzine,1,6.00,7.40,9.90,177,Euro 4,87,15KVX7,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,5.30,6.40,8.00,149,Euro 5,80,RK459B,715/2007*692/2008A,110.00,3750,NA,69,NA,NA,NA
Diesel,1,3.10,3.30,3.80,87,Euro 5,74,79ZXG1,715/2007*459/2012J,70.00,2850,NA,NA,NA,0.00048,0.62
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,54HPN9,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,5.80,7.30,9.90,175,Euro 4,84,10ZKKJ,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,69XVZF,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,Euro 4,80,33LZT1,70/220*2003/76B,50.00,4500,NA,71,NA,NA,NA
Benzine,1,5.30,6.60,8.70,154,Euro 5,76,96RRS5,715/2007*692/2008A,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,PS509H,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.80,6.40,9.30,149,Euro 5,75,15TXL2,715/2007*692/2008F,92.00,3700,NA,NA,NA,NA,NA
Benzine,1,5.60,7.00,9.50,167,NA,83,33PNT1,NA,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,79,5TFL63,715/2007*692/2008A,63.00,3750,NA,71,NA,NA,NA
Benzine,1,5.60,7.10,9.60,169,Euro 4,83,12LKR7,R/83II-05,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.30,6.30,8.10,148,Euro 5,77,73TPB1,715/2007*566/2011J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.20,6.80,120,Euro 6,82,NK577G,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 5,NA,21XSF9,715/2007*566/2011F,NA,NA,NA,NA,111.00,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 5,48,21XSF9,715/2007*566/2011F,63.00,NA,27.00000,69,NA,NA,NA
Benzine,1,5.80,7.70,10.90,185,NA,84,8XPL65,70/220*2002/80B,92.00,4500,NA,73,NA,NA,NA
Benzine,1,5.10,6.00,7.60,140,Euro 6,76,RJ260H,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,5.60,6.70,8.60,160,Euro 4,83,36HXJ5,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,4.70,5.90,7.90,138,Euro 5,79,41THL1,715/2007*566/2011A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.40,8.60,149,Euro 5,79,6ZRL86,715/2007*195/2013J,77.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.80,4.50,5.70,119,Euro 4,78,NG261H,70/220*2003/76B,50.00,3000,NA,71,NA,0.01700,1.45
Benzine,1,5.60,7.00,9.50,167,NA,83,94KNP4,NA,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,63RHHN,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,6.00,7.30,9.50,172,Euro 4,80,44GSJ8,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Diesel,1,4.60,4.80,5.10,126,Euro 6,70,RV384G,715/2007*2016/646W,160.00,2375,NA,69,NA,0.00032,0.50
Benzine,1,4.20,4.90,6.00,114,Euro 5,74,31ZKS7,715/2007*566/2011J,88.00,3750,NA,NA,NA,0.00167,NA
Benzine,1,4.20,4.70,5.60,109,Euro 5,77,77TRS3,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,25PFX4,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.90,5.60,6.90,132,Euro 6,74,KR342F,715/2007*136/2014W,74.00,3750,NA,71,NA,NA,NA
Benzine,1,5.40,6.50,8.40,149,Euro 6,82,NX945H,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.10,4.60,5.50,109,Euro 4,83,17ZNBN,70/220*2003/76B,50.00,4500,NA,72,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,97PPK6,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.00,7.00,139,Euro 6,72,6TGF67,715/2007*630/2012W,125.00,3750,NA,NA,NA,0.00019,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,91XVND,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,100,Euro 6,74,HK929J,715/2007*136/2014W,66.00,3750,NA,NA,NA,0.00191,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,73,26PHT5,715/2007*692/2008A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,31JLZ4,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,3.90,4.80,6.30,110,Euro 6,77,NL812J,715/2007*2015/45W,63.00,3750,NA,67,NA,NA,NA
Benzine,1,4.10,4.70,5.70,107,Euro 6,71,PV521Z,715/2007*2016/646W,85.00,3750,NA,70,NA,0.00069,NA
Benzine,1,3.70,4.40,5.60,101,Euro 6,74,SV457Z,715/2007*2016/646W,63.00,3750,NA,68,NA,NA,NA
Benzine,1,5.60,7.00,9.50,167,NA,83,98KND7,NA,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.30,5.40,7.10,124,Euro 5,82,79XFS3,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,6ZKR27,715/2007*195/2013J,48.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,3.70,4.30,5.30,99,Euro 5,76,2XNX31,715/2007*459/2012J,74.00,3750,NA,68,NA,0.00200,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,RZ084K,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.30,5.10,6.50,120,Euro 5,84,1SVF72,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.80,4.20,5.10,112,Euro 5,72,02LBT4,715/2007*692/2008A,77.00,2500,NA,NA,NA,0.00036,0.50
Benzine,1,4.00,4.60,5.60,105,Euro 6,75,GH004T,715/2007*195/2013W,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 5,77,2ZJB23,715/2007*136/2014J,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,04HSX3,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,GN511J,715/2007*136/2014W,66.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.50,7.00,9.60,189,Euro 4,78,80SBLF,70/220*2003/76B,110.00,3000,NA,72,NA,0.00100,0.50
Benzine,1,4.10,4.60,5.50,108,Euro 4,83,66GBK9,70/220*2003/76B,50.00,4500,NA,70,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,GP620X,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,3.90,4.50,5.50,106,Euro 6,74,7ZRV34,715/2007*136/2014W,66.00,3750,NA,NA,NA,0.00191,NA
Benzine,1,5.40,6.70,9.00,155,Euro 4,83,97PTX4,70/220*2003/76B,70.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.90,7.30,9.80,172,Euro 5,71,03TBR2,715/2007*692/2008F,132.00,3750,NA,NA,NA,0.00174,NA
Benzine,1,3.80,4.30,5.10,98,Euro 6,83,JX585V,715/2007*136/2014W,70.00,3750,NA,69,NA,0.00081,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,SK928K,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,4.70,5.50,6.90,129,Euro 4,80,97LSB3,70/220*2003/76B,63.00,4125,NA,70,NA,NA,NA
Diesel,1,3.80,4.00,4.50,105,Euro 5,72,2TJX20,715/2007*630/2012J,85.00,2700,NA,NA,NA,0.00001,0.51
Benzine,1,4.70,5.90,8.00,136,Euro 5,75,3STN91,715/2007*692/2008F,92.00,3750,NA,71,NA,NA,NA
Benzine,1,3.70,4.40,5.60,101,Euro 6,73,RT232V,715/2007*2016/646W,52.00,3750,NA,68,NA,NA,NA
Benzine,1,4.90,5.80,7.30,134,Euro 5,82,02XDS6,715/2007*692/2008F,92.00,3750,NA,NA,NA,0.00144,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,7TDN54,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
Benzine,1,6.80,7.50,8.70,174,Euro 6,74,JN624F,715/2007*136/2014W,169.00,3750,NA,71,NA,0.00097,NA
Diesel,1,3.20,3.50,3.90,92,Euro 6,77,PD410V,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Benzine,1,4.90,5.80,7.40,136,Euro 5,77,6KDJ28,715/2007*459/2012J,103.00,3675,NA,NA,NA,NA,NA
Diesel,1,3.30,3.80,4.70,99,Euro 5,72,41TBF6,715/2007*692/2008A,77.00,2375,NA,NA,NA,0.00114,0.50
Diesel,1,3.70,4.20,5.10,109,Euro 5,71,3ZFP57,715/2007*630/2012J,85.00,2700,NA,NA,NA,0.00053,0.55
Benzine,1,NA,NA,NA,228,NA,82,8TGF06,NA,125.00,4688,NA,72,NA,NA,NA
Benzine,1,5.30,6.30,8.10,148,Euro 5,77,10XSN2,715/2007*566/2011J,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.90,6.00,114,Euro 5,74,6ZNF26,715/2007*136/2014J,74.00,3750,NA,NA,NA,0.00167,NA
Benzine,1,5.40,6.30,7.90,144,Euro 6,71,PT012F,715/2007*136/2014W,185.00,3750,NA,72,NA,0.00007,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,8ZKG85,715/2007*195/2013J,48.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,39KKN2,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,97XDPS,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Diesel,1,4.50,4.90,5.40,128,Euro 6,71,GL433K,715/2007*2015/45W,132.00,2625,NA,NA,NA,0.00073,0.50
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,29ZRLB,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,6.60,8.90,12.80,214,Euro 4,81,15TSXD,70/220*2003/76B,129.00,4125,NA,73,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,2KKH70,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Diesel,1,3.20,3.50,3.90,89,Euro 6,75,RS707X,715/2007*2016/646W,63.00,2813,NA,67,NA,0.00050,0.52
Benzine,1,3.70,4.10,5.00,95,Euro 5,76,4TXB35,715/2007*630/2012J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,9XBJ93,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,5.30,6.60,8.80,158,Euro 4,81,18LTJ8,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.50,5.50,7.20,129,Euro 5,84,1SGG04,NA,63.00,3750,NA,72,NA,NA,NA
Benzine,1,3.80,4.40,5.40,102,Euro 6,83,NV647J,715/2007*136/2014W,70.00,3750,NA,70,NA,0.00044,NA
Diesel,1,3.90,4.50,5.60,119,Euro 5,77,48SHS7,715/2007*566/2011J,118.00,3000,NA,NA,NA,0.00068,0.50
Benzine,1,4.80,6.00,8.10,139,Euro 5,76,90TVZ7,715/2007*692/2008F,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.30,6.30,121,Euro 6,76,SJ035L,715/2007*2016/646W,81.00,3750,NA,69,NA,0.00250,NA
Benzine,1,4.00,4.60,5.70,107,Euro 6,74,KZ614L,715/2007*2016/427W,110.00,3750,NA,70,NA,0.00031,NA
Benzine,1,5.40,7.00,9.80,165,Euro 4,82,68SLKP,70/220*2003/76B,80.00,4350,NA,71,NA,NA,NA
Benzine,1,6.60,8.20,10.80,190,Euro 5,73,GL742J,715/2007*692/2008F,220.00,3750,NA,72,NA,0.00300,NA
LPG,2,5.70,6.90,9.00,113,Euro 6,76,RH910P,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,4.60,5.60,7.10,128,Euro 6,76,RH910P,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,4.20,4.80,5.60,109,Euro 6,75,SJ795S,715/2007*2016/646W,81.00,3750,NA,68,NA,0.00150,NA
Benzine,1,4.10,4.80,5.90,109,Euro 5,77,83XPT3,715/2007*692/2008F,74.00,3750,NA,NA,NA,0.00168,NA
Benzine,1,4.60,5.80,7.80,139,Euro 4,80,83RKZP,70/220*2002/80B,59.00,4200,NA,71,NA,NA,NA
Benzine,1,3.70,4.10,5.00,95,Euro 5,76,4XSV45,715/2007*630/2012J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.70,8.70,159,NA,78,71LTL9,NA,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.20,4.60,5.30,120,Euro 6,74,JV877R,715/2007*2015/45W,140.00,2375,NA,71,NA,NA,0.50
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,1TSP91,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.00,6.10,116,Euro 5,73,9SZR09,715/2007*630/2012J,90.00,3750,NA,NA,NA,0.00016,0.50
Diesel,1,3.40,3.80,4.40,99,Euro 6,77,RX971R,715/2007*136/2014W,100.00,3000,NA,71,NA,0.00170,0.50
Benzine,1,5.70,7.10,9.50,166,Euro 6,75,RG735G,715/2007*136/2014W,88.00,3675,NA,72,NA,NA,NA
Benzine,1,6.30,8.00,11.10,190,Euro 4,78,98RBLP,70/220*2002/80B,103.00,4500,NA,71,NA,NA,NA
Benzine,1,5.10,6.40,8.50,149,Euro 5,73,97RNZ5,715/2007*692/2008A,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.40,8.60,12.50,205,Euro 4,85,20SJJR,70/220*2003/76B,100.00,4500,NA,71,NA,NA,NA
Benzine,1,4.40,5.30,6.70,124,Euro 6,74,JJ857B,715/2007*136/2014W,88.00,3600,NA,71,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,RJ955Z,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,94PPZ2,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,4.40,5.10,6.20,118,Euro 5,78,3KNG68,715/2007*566/2011F,63.00,3600,NA,NA,NA,0.00170,NA
Diesel,1,4.70,5.70,7.40,154,NA,78,5SJV93,70/220*2006/96B,88.00,2625,NA,73,NA,0.00100,0.50
Benzine,1,5.30,6.10,7.60,144,Euro 5,77,GH616K,715/2007*459/2012J,103.00,3675,NA,71,NA,NA,NA
Benzine,1,3.60,4.10,5.10,94,Euro 6,72,KG214B,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Diesel,1,2.90,3.10,3.50,82,Euro 6,75,6XNV90,715/2007*136/2014W,73.00,2813,NA,NA,NA,0.00008,0.51
Benzine,1,5.10,6.00,7.60,144,Euro 4,80,13XBKJ,70/220*2003/76B,59.00,4200,NA,72,NA,NA,NA
Benzine,1,4.10,4.70,5.70,109,Euro 6,75,RV547L,715/2007*2016/646W,60.00,3750,NA,71,NA,NA,NA
Benzine,1,4.00,4.50,5.30,103,Euro 6,72,JZ491N,715/2007*136/2014W,77.00,3750,NA,69,NA,0.00220,NA
Benzine,1,5.80,7.30,10.00,175,Euro 4,83,55RNPN,70/220*2003/76B,74.00,4500,NA,71,NA,NA,NA
Benzine,1,4.00,4.60,5.60,105,Euro 6,75,HR680S,715/2007*195/2013W,60.00,3750,NA,73,NA,NA,NA
Benzine,1,5.40,6.70,8.90,159,Euro 4,76,32JLB6,70/220*2003/76B,85.00,3750,NA,72,NA,NA,NA
Benzine,1,4.30,5.00,6.20,116,Euro 5,78,5XHJ28,715/2007*136/2014J,63.00,3600,NA,NA,NA,0.00170,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,92KST5,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,72,PP848N,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,84,02SRS1,715/2007*566/2011A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,61SZV7,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,SL021B,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.30,4.90,6.00,115,Euro 6,74,GF027J,715/2007*136/2014W,85.00,3750,NA,NA,NA,0.00244,NA
Benzine,1,3.60,4.10,5.10,94,Euro 6,72,JX558F,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,NA,NA,NA,NA,Euro 5,48,1SXJ21,715/2007*566/2011F,63.00,NA,27.00000,69,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 5,NA,1SXJ21,715/2007*566/2011F,NA,NA,NA,NA,111.00,NA,NA
Benzine,1,6.40,8.10,11.00,189,Euro 5,74,8KFG16,715/2007*692/2008A,149.00,3750,NA,72,NA,0.00300,NA
Benzine,1,5.70,7.20,9.60,168,Euro 5,75,73RPJ5,715/2007*692/2008F,103.00,3750,NA,73,NA,NA,NA
Benzine,1,5.20,6.40,8.70,153,Euro 4,76,26KDJ3,70/220*2003/76B,65.00,3938,NA,72,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 6,72,7SNF52,715/2007*630/2012W,125.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.10,4.70,5.80,109,Euro 6,74,GB423L,715/2007*136/2014W,110.00,3750,NA,68,NA,0.00014,NA
Benzine,1,4.30,5.10,6.30,117,Euro 6,77,JB874B,715/2007*136/2014W,110.00,3750,NA,70,NA,0.00200,NA
Benzine,1,6.20,7.40,9.30,171,Euro 6,71,8ZGD84,715/2007*136/2014W,134.00,3750,NA,NA,NA,0.00416,NA
Benzine,1,4.90,5.90,7.80,142,Euro 4,78,75GGT1,70/220*2003/76B,63.00,4125,NA,68,NA,NA,NA
Benzine,1,4.10,4.60,5.50,109,Euro 4,83,96HBN2,70/220*2003/76B,50.00,4500,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,73,KR836K,715/2007*136/2014W,77.00,3750,NA,70,NA,0.00240,NA
Diesel,1,3.60,3.90,4.60,104,Euro 6,75,JT648J,715/2007*136/2014W,100.00,3000,NA,72,NA,0.00020,0.50
Benzine,1,5.40,6.50,8.40,149,Euro 6,82,NN972N,715/2007*136/2014W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,5.90,7.40,10.00,177,Euro 4,84,51HVJ4,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,73,16TRS1,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.90,5.80,7.50,136,Euro 5,72,13TZX3,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00022,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,20ZLD3,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Benzine,1,4.20,4.80,5.90,111,Euro 6,74,HN595N,715/2007*195/2013W,103.00,3750,NA,70,NA,NA,NA
Diesel,1,5.10,6.00,7.60,159,Euro 5,75,36TJN9,715/2007*692/2008A,103.00,2813,NA,NA,NA,0.00084,0.30
Benzine,1,4.80,6.00,8.10,139,Euro 5,77,76RHG7,715/2007*692/2008A,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,98,Euro 6,83,JJ156R,715/2007*136/2014W,70.00,3750,NA,69,NA,0.00081,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,57HVX3,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Diesel,1,3.20,3.60,4.20,93,Euro 5,74,53TSG4,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,4.50,5.10,6.20,117,Euro 6,68,NR596X,715/2007*136/2014W,92.00,3750,NA,67,NA,0.00308,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,89XBRR,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Diesel,1,3.10,3.40,3.90,88,Euro 5,71,1KFJ56,715/2007*566/2011J,77.00,2700,NA,NA,NA,0.00026,0.50
Diesel,1,3.30,3.60,4.10,94,Euro 6,69,JK852X,715/2007*2015/45W,88.20,2700,NA,68,NA,0.00071,0.50
Benzine,1,4.70,5.90,8.00,136,Euro 5,77,78SBH6,715/2007*692/2008A,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.30,6.60,8.70,153,Euro 5,80,49PDN3,715/2007*692/2008F,118.00,3800,NA,NA,NA,0.00107,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,52NBL9,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,SH718N,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,5.80,7.20,9.60,169,Euro 6,75,50ZPG9,715/2007*459/2012W,88.00,3675,NA,NA,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,KF323N,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,KX522G,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Diesel,1,3.20,3.50,4.10,93,Euro 6,75,PN059J,715/2007*136/2014W,70.00,2813,NA,73,NA,NA,0.50
Benzine,1,5.10,6.40,8.60,149,Euro 5,79,5SBH77,715/2007*630/2012J,77.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.40,7.10,124,Euro 5,82,54XFS4,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.70,5.60,107,Euro 6,71,RX224G,715/2007*2016/646W,85.00,3750,NA,69,NA,0.00101,NA
Benzine,1,5.50,6.50,8.20,152,Euro 5,70,4KXB81,715/2007*630/2012J,132.00,3750,NA,NA,NA,0.00146,NA
Benzine,1,4.00,4.60,5.50,103,Euro 6,76,RH601X,715/2007*2016/646W,81.00,3750,NA,70,NA,0.00203,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,84,SH370X,715/2007*692/2008A,63.00,3750,NA,72,NA,NA,NA
Benzine,1,5.30,6.20,7.80,143,Euro 6,72,PH064R,715/2007*2015/45W,88.30,3750,NA,70,NA,0.00268,NA
Benzine,1,5.60,7.10,9.60,169,Euro 4,83,19HVH4,R/83II-05,92.00,4500,NA,NA,NA,NA,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,98GSG3,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,1TGR98,715/2007*630/2012J,50.00,3750,NA,71,NA,NA,NA
