PC,ADRES,PLAATS,OPP,KAMERS,VRGPRIJS,MAKELAAR
6833 LH,Max Euwestraat 30                                  ,Arnhem,189,6,36e4,Roel Willemsen Garantiemakelaars
6836 PL,Mr. P.J. Oudsingel 93                                  ,Arnhem,136,5,242500,Van Heteren & Actief Makelaars
6845 GR,Buggenumstraat 17                                  ,Arnhem,95,5,195e3,Hoetink Makelaars
6832 DB,Weegbreestraat 38                                  ,Arnhem,79,4,142500,Roel Willemsen Garantiemakelaars
6831 MA,Schepen van Ommerenstraat 2                                  ,Arnhem,104,5,195e3,Roel Willemsen Garantiemakelaars
6836 SM,Marga Klompélaan 44                                  ,Arnhem,132,6,235e3,Roel Willemsen Garantiemakelaars
6825 EM,Onsteinstraat 13                                  ,Arnhem,105,5,198500,Voorhoeve Makelaars
6846 EV,Jonkerwaard 45                                  ,Arnhem,105,4,245e3,Roel Willemsen Garantiemakelaars
6836 VA,Simon Vestdijksingel 67                                  ,Arnhem,105,5,192e3,Roel Willemsen Garantiemakelaars
6846 GC,Hollandsspoor 9                                  ,Arnhem,130,5,31e4,Willemsen makelaars
6814 HM,Burgemeester Weertsstraat 61                                  ,Arnhem,195,7,649500,Makelaarshuys Kuyk van Oldeniel
6824 JS,Laan van Klarenbeek 62                                  ,Arnhem,127,7,43e4,Willemsen makelaars
6836 TM,Mark Twainhof 24                                  ,Arnhem,124,5,225e3,Roel Willemsen Garantiemakelaars
6836 SM,Marga Klompélaan 48                                  ,Arnhem,99,4,2e5,Willemsen makelaars
6836 AJ,Mooieweg 88                                  ,Arnhem,115,5,425e3,Roel Willemsen Garantiemakelaars
6835 KS,Langweerpad 26                                  ,Arnhem,172,5,35e4,Van Heteren & Actief Makelaars
6824 NB,Vondellaan 35                                  ,Arnhem,148,8,499e3,Makelaarshuys Kuyk van Oldeniel
6824 AM,Adolf van Nieuwenaarlaan 7                                  ,Arnhem,137,5,35e4,Willemsen makelaars
6836 DX,Glenn Millerstraat 84                                  ,Arnhem,109,5,195e3,Frans Knorth Makelaardij
6824 NK,Couperusstraat 24                                  ,Arnhem,185,5,525e3,Hoetink Makelaars
6834 CX,Eimerssingel-Oost 25 -C                                  ,Arnhem,120,4,3e5,Roel Willemsen Garantiemakelaars
6836 JR,Newtonstraat 6                                  ,Arnhem,97,4,19e4,Roel Willemsen Garantiemakelaars
6816 RG,Holtweg 3                                  ,Arnhem,265,8,1149e3,Van Musscher & Sonneveld Makelaars
6812 AV,St. Elisabethshof 59                                  ,Arnhem,78,2,175e3,Van Musscher & Sonneveld Makelaars
6835 GE,Groningensingel 801                                  ,Arnhem,126,4,205e3,EZA Vastgoed Makelaardij
6832 EK,Kalmoesstraat 14                                  ,Arnhem,68,3,105e3,Roel Willemsen Garantiemakelaars
6833 GZ,Kruidenplein 14                                  ,Arnhem,73,2,125e3,Roel Willemsen Garantiemakelaars
6835 HX,Groningensingel 1121                                  ,Arnhem,61,2,139500,Open makelaars Arnhem
6811 LS,Utrechtsestraat 21                                  ,Arnhem,88,3,2e5,Willemsen makelaars
6841 KS,Zenegroen 10                                  ,Arnhem,126,5,25e4,Willemsen makelaars
6826 PV,Keulse Slag 18                                  ,Arnhem,92,7,125e3,Willemsen makelaars
6824 JM,Laan van Klarenbeek 61                                  ,Arnhem,135,7,494333,Makelaarshuys Kuyk van Oldeniel
6824 KD,Karthuizerstraat 56                                  ,Arnhem,138,5,419e3,Makelaarshuys Kuyk van Oldeniel
6842 BJ,Hennepstraat 39                                  ,Arnhem,87,6,172500,Corpowonen
6844 CA,Eindhovensingel 11                                  ,Arnhem,123,4,4e5,Willemsen makelaars
6836 TM,Mark Twainhof 10                                  ,Arnhem,117,5,195e3,Van Heteren & Actief Makelaars
6823 DK,Sperwerstraat 67 69                                  ,Arnhem,240,8,325e3,Willemsen makelaars
6824 NB,Vondellaan 65                                  ,Arnhem,139,5,325e3,Makelaarshuys Kuyk van Oldeniel
6814 CW,Bouriciusstraat 20                                  ,Arnhem,224,12,599e3,Willemsen makelaars
6824 HJ,Velperweg 113                                  ,Arnhem,300,5,749e3,Kuiper Makelaardij
6822 LB,Lijsterstraat 13                                  ,Arnhem,100,5,2e5,Van Heteren & Actief Makelaars
6822 LD,J.P. Heijestraat 5 7                                  ,Arnhem,173,8,429e3,Makelaarshuys Kuyk van Oldeniel
6812 AR,Utrechtseweg 302                                  ,Arnhem,150,5,435e3,Voorhoeve Makelaars
6828 KN,Boulevard Heuvelink 201                                  ,Arnhem,388,12,795e3,Makelaarshuys Kuyk van Oldeniel
6814 EE,Rozenstraat 4 6                                  ,Arnhem,114,5,3e5,Wieman Makelaardij
6824 HN,Velperweg 142                                  ,Arnhem,148,6,449500,Makelaarshuys Kuyk van Oldeniel
6816 RV,Kemperbergerweg 715                                  ,Arnhem,306,7,835e3,Gaba Makelaardij Arnhem
6825 DD,Kraaiensteinlaan 97                                  ,Arnhem,67,3,122e3,Hoetink Makelaars
6821 GK,St. Antonielaan 150                                  ,Arnhem,103,4,295e3,Willemsen makelaars
6826 SP,Bontekoestraat 1 -4                                  ,Arnhem,65,2,13e4,Hoetink Makelaars
6821 DN,Staringstraat 57                                  ,Arnhem,133,5,319500,Hoetink Makelaars
6831 HR,Schepen te Boeckoppad 63                                  ,Arnhem,78,3,155e3,Makelaarsland
6825 GM,Valkhofplein 66                                  ,Arnhem,95,4,139500,Spitman Makelaars
6828 HH,Emmastraat 52 3                                  ,Arnhem,53,2,15e4,Wieman Makelaardij
6841 CZ,Sleutelbloemstraat 63                                  ,Arnhem,65,3,112500,Van Heteren & Actief Makelaars
6812 AB,Utrechtseweg 145 14                                  ,Arnhem,65,2,125e3,Voorhoeve Makelaars
6822 JA,Vinkenstraat 46                                  ,Arnhem,84,4,174500,Willemsen makelaars
6811 BJ,Nieuwstad 15                                  ,Arnhem,155,5,495e3,Willemsen makelaars
6828 GH,Kastanjelaan 11                                  ,Arnhem,237,10,535e3,Willemsen makelaars
6826 LH,Hisveltplein 70                                  ,Arnhem,82,4,145e3,Roel Willemsen Garantiemakelaars
6846 AS,Boomkwekerserf 18                                  ,Arnhem,158,5,379e3,Van Musscher & Sonneveld Makelaars
6811 EX,Rijnstraat 56 1                                  ,Arnhem,63,3,209e3,Makelaarshuys Kuyk van Oldeniel
6835 HX,Groningensingel 1147                                  ,Arnhem,61,2,149999,Hoog&Kamp Makelaars | Qualis
6832 CW,Akkerwindestraat 2                                  ,Arnhem,85,4,167500,Kuiper Makelaardij
6824 NB,Vondellaan 49                                  ,Arnhem,183,8,5e5,Kuiper Makelaardij
6828 EB,Spijkerlaan 29 D                                  ,Arnhem,192,4,45e4,Kuiper Makelaardij
6824 NE,Vondellaan 48                                  ,Arnhem,126,6,345e3,Willemsen makelaars
6824 MA,Velperweg 145 a                                  ,Arnhem,230,9,649e3,Makelaarshuys Kuyk van Oldeniel
6828 XW,Willem van Noortstraat 28                                  ,Arnhem,140,6,25e4,Kuiper Makelaardij
6845 HA,Bingelradestraat 25                                  ,Arnhem,124,4,225e3,Guijt makelaardij
6836 JA,Marcusestraat 21                                  ,Arnhem,126,5,249e3,Rita Diets - Stad en Land Makelaardij
6835 AH,Sleggeplantsoen 67                                  ,Arnhem,130,5,197500,Spitman Makelaars
6843 EE,Boskoopplantsoen 18                                  ,Arnhem,108,5,185e3,Gaba Makelaardij Arnhem
6828 KD,Rietgrachtstraat 52                                  ,Arnhem,242,7,885e3,Drieklomp Makelaars en Rentmeesters Oosterbeek
6846 AS,Boomkwekerserf 30                                  ,Arnhem,140,5,335e3,JOOST Makelaars
6828 KH,Boulevard Heuvelink 45 -II                                  ,Arnhem,75,4,189e3,Kuiper Makelaardij
6825 GJ,Valkhofplein 14                                  ,Arnhem,95,4,139500,Spitman Makelaars
6825 DA,Kraaiensteinlaan 23                                  ,Arnhem,67,3,127500,Hoetink Makelaars
6821 EL,Annastraat 4                                  ,Arnhem,116,4,299e3,Makelaarshuys Kuyk van Oldeniel
6826 CD,Laan van Presikhaaf 6 3                                  ,Arnhem,85,3,195e3,Corpowonen
6826 MS,Hanzestraat 192                                  ,Arnhem,84,4,132500,Van Heteren & Actief Makelaars
6811 GB,Jansplaats 11 -1                                  ,Arnhem,48,1,149500,Spitman Makelaars
6814 MJ,Bakenbergseweg 2 b                                  ,Arnhem,118,4,295e3,Willemsen makelaars
6841 CK,Klaverlaan 110                                  ,Arnhem,99,4,199e3,Hoetink Makelaars
6833 GZ,Kruidenplein 58                                  ,Arnhem,87,3,2e5,Van Heteren & Actief Makelaars
6821 CE,De Wiltstraat 38                                  ,Arnhem,50,2,189e3,Van Gelre makelaardij
6811 BE,Walstraat 63 16                                  ,Arnhem,86,2,25e4,Kuiper Makelaardij
6814 BN,Apeldoornseweg 114                                  ,Arnhem,143,5,349e3,Willemsen makelaars
6828 KR,Boulevard Heuvelink 38 3                                  ,Arnhem,38,3,127500,Makelaarsland
6826 RZ,Van Galenstraat 46                                  ,Arnhem,96,5,189995,Hoetink Makelaars
6814 BN,Apeldoornseweg 112                                  ,Arnhem,125,4,35e4,Willemsen makelaars
6826 LG,Hisveltplein 36 .                                  ,Arnhem,83,3,143e3,Zaat Vastgoed Makelaardij
6814 MJ,Bakenbergseweg 2 c                                  ,Arnhem,78,4,225e3,Willemsen makelaars
6835 HW,Groningensingel 1069                                  ,Arnhem,73,3,195e3,De Huizenbemiddelaar Ede
6811 AD,Jansbuitensingel 23 41                                  ,Arnhem,157,3,577e3,Willemsen makelaars
6846 CC,Romeinenveld 41                                  ,Arnhem,114,5,289e3,Strijbosch Thunnissen Woningmakelaars
6844 DS,Udenstraat 53                                  ,Arnhem,104,5,185e3,Makelaarsland
6813 HS,Breitnerstraat 96                                  ,Arnhem,126,6,409e3,Makelaarsland
6835 HX,Groningensingel 1165                                  ,Arnhem,86,3,16e4,Zaat Vastgoed Makelaardij
6833 GZ,Kruidenplein 62 .                                  ,Arnhem,73,2,17e4,Puntman Makelaars
6828 WL,Johan de Wittlaan 126                                  ,Arnhem,71,3,175e3,De Rooij Makelaars Vastgoed
6835 EW,Groningensingel 551                                  ,Arnhem,105,4,187500,EZA Vastgoed Makelaardij
6836 KS,Mr. P.S. Gerbrandysingel 75                                  ,Arnhem,197,6,419e3,Open makelaars Arnhem
6846 KB,De Dissel 138                                  ,Arnhem,128,6,248500,Puntman Makelaars
6836 TL,George Orwellhof 7                                  ,Arnhem,114,5,219500,Ditters Makelaars Arnhem
6836 ML,Robert de Vriesstraat 31                                  ,Arnhem,119,5,275e3,Puntman Makelaars
6843 PM,Deurnestraat 15                                  ,Arnhem,120,5,265e3,Puntman Makelaars
6843 WJ,Alkmaarsingel 291                                  ,Arnhem,104,4,199500,Gaba Makelaardij Arnhem
6836 SP,W.F. Hermansstraat 68                                  ,Arnhem,91,4,189500,Ditters Makelaars Arnhem
6836 KZ,Jane Addamsstraat 16                                  ,Arnhem,156,6,36e4,Puntman Makelaars
6841 KM,Nachtschade 9                                  ,Arnhem,132,6,325e3,Puntman Makelaars
6846 KE,Het Lemoen 60                                  ,Arnhem,128,5,25e4,Open makelaars Arnhem
6825 GC,Wildenborglaan 16                                  ,Arnhem,71,3,15e4,Puntman Makelaars
6846 ET,Pachterwaard 38                                  ,Arnhem,128,5,275e3,Van Asselt Makelaars
6843 BS,Medemblikhof 46                                  ,Arnhem,150,5,25e4,Puntman Makelaars
6843 XK,Hagemanswei 20                                  ,Arnhem,122,5,185e3,Puntman Makelaars
6843 VC,Purmerendstraat 16                                  ,Arnhem,106,5,2e5,Open makelaars Arnhem
6843 GA,Slikkerveerstraat 21                                  ,Arnhem,114,5,185e3,Puntman Makelaars
6826 SX,Bontekoestraat 44                                  ,Arnhem,95,5,185e3,Hendriks Makelaardij Arnhem
6841 CG,Klaverlaan 3                                  ,Arnhem,167,6,3e5,Open makelaars Arnhem
6845 AR,Hoedekenskerkestraat 54                                  ,Arnhem,82,3,165e3,Remko Stevens Makelaardij BV
6826 VB,Haringvliet 29                                  ,Arnhem,135,5,3e5,Willemsen makelaars
6846 XK,Auroraplantsoen 43                                  ,Arnhem,104,5,242500,Strijbosch Thunnissen Woningmakelaars
6846 EW,Tolgaarderwaard 25                                  ,Arnhem,136,6,295e3,Remko Stevens Makelaardij BV
6846 LC,Kustvaart 83                                  ,Arnhem,138,5,275e3,Vonk Makelaars
6835 JG,Eernewoudeweg 10                                  ,Arnhem,127,5,29e4,Van Ek Garantiemakelaars
6833 EV,Lepelbladstraat 9                                  ,Arnhem,81,4,145e3,Hendriks Makelaardij Arnhem
6824 NM,Vosmaerstraat 16                                  ,Arnhem,119,5,379e3,Witjes Makelaars
6824 GR,Schaapsdrift 97                                  ,Arnhem,110,6,235e3,Zigt Makelaars & Hypotheekadvies
6845 HM,Herkenboschstraat 7                                  ,Arnhem,123,5,205e3,De Huizenbemiddelaar Arnhem/Lingewaard/Overbetuwe
6822 GZ,Klarendalseweg 524                                  ,Arnhem,180,10,45e4,Corpowonen
6813 EA,Veluwestraat 5                                  ,Arnhem,74,3,235e3,Makelaarsland
6836 GJ,Aristoteleshof 9                                  ,Arnhem,127,5,225e3,Moniek Koenders Makelaardij
6833 LK,Kea Boumanstraat 42                                  ,Arnhem,135,5,274500,BuitengeWOON makelaars
6823 EC,Dr. A. Kuyperstraat 21 D                                  ,Arnhem,114,4,31e4,Makelaarsland
6845 AL,Aagtekerkesingel 24                                  ,Arnhem,54,2,125e3,Hendriks Makelaardij Arnhem
6813 GN,Mesdaglaan 87                                  ,Arnhem,132,6,459e3,MöhltiVastgoed
6826 SW,Bontekoestraat 34                                  ,Arnhem,100,4,155e3,De Huizenbemiddelaar Arnhem/Lingewaard/Overbetuwe
6843 EV,Hillegomweg 84                                  ,Arnhem,123,5,187500,Makelaarsland
6831 BV,Alkmenegaard 6                                  ,Arnhem,104,4,229500,De Rooij Makelaars Vastgoed
6828 AM,Spoorwegstraat 33                                  ,Arnhem,84,4,174500,Puntman Makelaars
6824 DB,Dr. J.C. Hartogslaan 7 1                                  ,Arnhem,63,3,175e3,Puntman Makelaars
6823 JP,Moslaan 44                                  ,Arnhem,198,8,389e3,Haaxman Makelaardij
6811 JW,Bolwerk 58                                  ,Arnhem,111,3,389e3,Willemsen makelaars
6814 GG,Amsterdamseweg 80                                  ,Arnhem,103,3,3e5,Petra De Kleermaeker Makelaardij
6841 AP,Wilgenlaan 53                                  ,Arnhem,94,5,175e3,Moniek Koenders Makelaardij
6822 LS,Thomas a Kempislaan 96                                  ,Arnhem,133,7,379e3,Zelfverkopen.nl
6836 JK,Pascalstraat 23                                  ,Arnhem,97,5,195e3,BuitengeWOON makelaars
6843 SL,Helmondstraat 240                                  ,Arnhem,98,4,189e3,Makelaarsland
6845 AR,Hoedekenskerkestraat 26                                  ,Arnhem,61,3,13e4,Puntman Makelaars
6811 DH,Koningstraat 58                                  ,Arnhem,172,14,749e3,De Rooij Makelaars Vastgoed
6835 HW,Groningensingel 1101                                  ,Arnhem,48,2,124500,Puntman Makelaars
